COD_MARCA,MARCA,COD_PROD,PRODUCTO,CANAL,CIUDAD,DISTRITO,FECHA_FACT,FAMILIA,NRO_FACT,MALL,CANTIDAD,RETAILER,PRECIO_UNIT,COD_CLIENTE
904,SOLE,348,COCINAS,TIENDA DEPARTAMENTAL,VIRTUAL,ONLINE,14/01/2018,LINEA BLANCA,31749674,SIN MALL,1,RIPLEY,496.3,105130
385,PANASONIC,336,TV,ESPECIALISTA,LIMA METROPOLITANA,INDEPENDENCIA,3/02/2019,ELECTRONICA,32041596,SIN MALL,1,TIENDAS EFE,1099,105534
418,MABE,347,LAVADORAS,TIENDA DEPARTAMENTAL,TUMBES,TUMBES,10/02/2019,LINEA BLANCA,32491928,SIN MALL,2,ESTILOS,659,106647
384,OSTER,361,LICUADORAS,HIPERMERCADO,JUNIN,HUANCAYO,27/01/2019,PEDS,32289285,SIN MALL,1,PLAZA VEA,157.44,106788
392,BOSCH,346,REFRIGERADORES,HIPERMERCADO,TRUJILLO,TRUJILLO,11/02/2018,LINEA BLANCA,31234192,SIN MALL,1,METRO,1469,105472
383,IMACO,361,LICUADORAS,HIPERMERCADO,CUSCO,CUSCO,17/02/2019,PEDS,31448040,SIN MALL,1,TOTTUS,55.18,106951
435,HYUNDAI,336,TV,HIPERMERCADO,LIMA METROPOLITANA,LURIN,18/02/2018,ELECTRONICA,32364254,SIN MALL,1,PLAZA VEA,1199,106628
389,THOMAS,361,LICUADORAS,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,JESUS MARIA,17/02/2019,PEDS,31625611,REAL PLAZA SALAVERRY,1,FALABELLA,216,105747
402,CONTINENTAL,352,CONGELADORES,HIPERMERCADO,LIMA METROPOLITANA,CHORRILLOS,20/01/2019,LINEA BLANCA,31351305,SIN MALL,3,TOTTUS,565.67,106440
415,COLDEX,346,REFRIGERADORES,ESPECIALISTA,PIURA,PIURA,11/02/2018,LINEA BLANCA,31894241,SIN MALL,1,MARCIMEX,1366,105580
428,ADVANCE,357,PC,ESPECIALISTA,LIMA METROPOLITANA,VILLA EL SALVADOR,7/01/2018,COMPUTO,31917398,SIN MALL,1,TIENDAS EFE,3022.57,106394
418,MABE,346,REFRIGERADORES,ESPECIALISTA,NORTE CHICO,HUACHO,20/01/2019,LINEA BLANCA,32457488,SIN MALL,1,GALLO MAS GALLO,1202.8,105277
389,THOMAS,361,LICUADORAS,HIPERMERCADO,SUR CHICO,CAÑETE,20/01/2019,PEDS,31355618,SIN MALL,1,TOTTUS,169,106353
416,INDURAMA,348,COCINAS,ESPECIALISTA,LIMA METROPOLITANA,HUAYCAN,18/02/2018,LINEA BLANCA,32081493,SIN MALL,2,TIENDAS EFE,885.47,106990
448,SONY,336,TV,HIPERMERCADO,UCAYALI,PUCALLPA,27/01/2019,ELECTRONICA,31379966,REAL PLAZA JULIACA,1,TOTTUS,1399,105879
412,DAEWOO,347,LAVADORAS,HIPERMERCADO,LIMA METROPOLITANA,LA MOLINA,27/01/2019,LINEA BLANCA,31212348,SIN MALL,1,METRO,798.85,105680
387,PRACTIKA,361,LICUADORAS,HIPERMERCADO,LIMA METROPOLITANA,ATE,28/01/2018,PEDS,32278556,SIN MALL,1,PLAZA VEA,28.76,106365
419,SAMSUNG,349,MICROONDAS,HIPERMERCADO,TUMBES,TUMBES,3/02/2019,LINEA BLANCA,31230731,SIN MALL,1,METRO,308.91,106445
417,LG,347,LAVADORAS,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,SAN JUAN DE MIRAFLORES,13/01/2019,LINEA BLANCA,31755520,MALL DEL SUR,2,RIPLEY,1799,106877
384,OSTER,364,PLANCHAS,HIPERMERCADO,LIMA METROPOLITANA,VILLA MARIA DEL TRIUNFO,13/01/2019,PEDS,31326008,SIN MALL,2,TOTTUS,149,106300
448,SONY,336,TV,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,SURCO,4/02/2018,ELECTRONICA,31578888,JOCKEY PLAZA,1,FALABELLA,2499,106366
419,SAMSUNG,347,LAVADORAS,TIENDA DEPARTAMENTAL,VIRTUAL,ONLINE,7/01/2018,LINEA BLANCA,31732702,SIN MALL,2,RIPLEY,999,105055
387,PRACTIKA,361,LICUADORAS,HIPERMERCADO,SAN MARTIN,TARAPOTO,10/02/2019,PEDS,32353508,SIN MALL,1,PLAZA VEA,49.95,105777
385,PANASONIC,337,AUDIO HOME SYS.,ESPECIALISTA,ANCASH,CHIMBOTE,3/02/2019,ELECTRONICA,32039102,SIN MALL,1,TIENDAS EFE,379,105698
419,SAMSUNG,336,TV,ESPECIALISTA,IQUITOS,IQUITOS,7/01/2018,ELECTRONICA,31661012,SIN MALL,2,ELEKTRA,1299.01,106874
383,IMACO,361,LICUADORAS,HIPERMERCADO,HUANUCO,HUANUCO,18/02/2018,PEDS,32360208,REAL PLAZA HUANUCO,6,PLAZA VEA,79.9,105779
432,LENOVO,355,LAPTOPS,ESPECIALISTA,JUNIN,HUANCAYO,7/01/2018,COMPUTO,31910723,SIN MALL,1,CURACAO,1888.65,105221
419,SAMSUNG,346,REFRIGERADORES,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,JESUS MARIA,20/01/2019,LINEA BLANCA,31550306,REAL PLAZA SALAVERRY,1,FALABELLA,1549,106867
419,SAMSUNG,347,LAVADORAS,ESPECIALISTA,AREQUIPA,AREQUIPA,14/01/2018,LINEA BLANCA,31936580,SIN MALL,3,CURACAO,1385,106613
385,PANASONIC,1018,REPRODUCTORES DE VIDEO,ESPECIALISTA,LIMA METROPOLITANA,LURIN,11/02/2018,ELECTRONICA,31700015,SIN MALL,2,ELEKTRA,349,105758
417,LG,337,AUDIO HOME SYS.,ESPECIALISTA,ICA,ICA,3/02/2019,ELECTRONICA,31133735,SIN MALL,1,CARSA,599,106849
384,OSTER,364,PLANCHAS,ESPECIALISTA,LIMA METROPOLITANA,CHORRILLOS,27/01/2019,PEDS,32008182,SIN MALL,1,CURACAO,68.99,106601
435,HYUNDAI,336,TV,HIPERMERCADO,CUSCO,CUSCO,18/02/2018,ELECTRONICA,32360683,REAL PLAZA CUSCO,1,PLAZA VEA,549,105600
448,SONY,337,AUDIO HOME SYS.,ESPECIALISTA,SAN MARTIN,TARAPOTO,27/01/2019,ELECTRONICA,32013303,SIN MALL,2,TIENDAS EFE,2268.78,106286
417,LG,347,LAVADORAS,ESPECIALISTA,JUNIN,LA MERCED,11/02/2018,LINEA BLANCA,32054065,SIN MALL,1,TIENDAS EFE,1569.4,105347
413,ELECTROLUX,377,ASPIRADORAS,HIPERMERCADO,VIRTUAL,ONLINE,11/02/2018,PEDS,31238612,SIN MALL,1,METRO,87.02,106046
387,PRACTIKA,364,PLANCHAS,HIPERMERCADO,UCAYALI,PUCALLPA,27/01/2019,PEDS,31379910,REAL PLAZA JULIACA,4,TOTTUS,49.9,106198
383,IMACO,361,LICUADORAS,HIPERMERCADO,TACNA,TACNA,17/02/2019,PEDS,32372355,SIN MALL,1,PLAZA VEA,239.9,106464
384,OSTER,364,PLANCHAS,HIPERMERCADO,LIMA METROPOLITANA,ATE,17/02/2019,PEDS,32371106,SIN MALL,3,PLAZA VEA,59.16,105913
419,SAMSUNG,347,LAVADORAS,ESPECIALISTA,AREQUIPA,PEDREGAL,27/01/2019,LINEA BLANCA,32461369,SIN MALL,1,GALLO MAS GALLO,1532.82,105758
383,IMACO,361,LICUADORAS,ESPECIALISTA,LIMA METROPOLITANA,LURIN,3/02/2019,PEDS,31696296,SIN MALL,1,ELEKTRA,96.7,106697
418,MABE,346,REFRIGERADORES,ESPECIALISTA,ICA,NAZCA,14/01/2018,LINEA BLANCA,31945580,SIN MALL,1,TIENDAS EFE,849,105198
418,MABE,348,COCINAS,ESPECIALISTA,NORTE CHICO,HUARAL,27/01/2019,LINEA BLANCA,31688079,SIN MALL,3,ELEKTRA,726.33,105447
417,LG,346,REFRIGERADORES,HIPERMERCADO,LIMA METROPOLITANA,BARRANCO,14/01/2018,LINEA BLANCA,31177600,SIN MALL,1,METRO,1149,105772
427,ACER,355,LAPTOPS,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,SURCO,10/02/2019,COMPUTO,32176475,JOCKEY PLAZA,1,OECHSLE,1999,105389
418,MABE,348,COCINAS,ESPECIALISTA,MADRE DE DIOS,PUERTO MALDONADO,10/02/2019,LINEA BLANCA,31701145,SIN MALL,3,ELEKTRA,723,105338
419,SAMSUNG,1018,REPRODUCTORES DE VIDEO,HIPERMERCADO,LIMA METROPOLITANA,SURCO,20/01/2019,ELECTRONICA,31350062,JOCKEY PLAZA,4,TOTTUS,229,106712
431,HP,355,LAPTOPS,ESPECIALISTA,PIURA,TAMBO GRANDE,11/02/2018,COMPUTO,32050826,SIN MALL,1,TIENDAS EFE,1999,105900
419,SAMSUNG,349,MICROONDAS,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,JESUS MARIA,21/01/2018,LINEA BLANCA,31541421,REAL PLAZA SALAVERRY,0,FALABELLA,0,105390
412,DAEWOO,347,LAVADORAS,HIPERMERCADO,LIMA METROPOLITANA,CHACLACAYO,18/02/2018,LINEA BLANCA,31250477,SIN MALL,1,METRO,1699,106504
415,COLDEX,352,CONGELADORES,ESPECIALISTA,CAJAMARCA,CAJAMARCA,27/01/2019,LINEA BLANCA,32003795,SIN MALL,1,CURACAO,1533.71,105353
383,IMACO,364,PLANCHAS,HIPERMERCADO,LIMA METROPOLITANA,PUENTE PIEDRA,6/01/2019,PEDS,31303829,SIN MALL,6,TOTTUS,25.48,105980
419,SAMSUNG,346,REFRIGERADORES,TIENDA DEPARTAMENTAL,LAMBAYEQUE,CHICLAYO,27/01/2019,LINEA BLANCA,31562957,REAL PLAZA CHICLAYO,2,FALABELLA,2099,106734
417,LG,337,AUDIO HOME SYS.,ESPECIALISTA,PIURA,SULLANA,11/02/2018,ELECTRONICA,31894111,SIN MALL,1,MARCIMEX,1098.99,106157
415,COLDEX,346,REFRIGERADORES,ESPECIALISTA,CALLAO,VENTANILLA,18/02/2018,LINEA BLANCA,31706285,SIN MALL,1,ELEKTRA,658.99,106252
419,SAMSUNG,346,REFRIGERADORES,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,INDEPENDENCIA,4/02/2018,LINEA BLANCA,31574036,PLAZA NORTE,1,FALABELLA,1299,106291
413,ELECTROLUX,349,MICROONDAS,ESPECIALISTA,ANCASH,HUARMEY,14/01/2018,LINEA BLANCA,31882046,SIN MALL,1,MARCIMEX,251.82,106091
413,ELECTROLUX,347,LAVADORAS,HIPERMERCADO,LIMA METROPOLITANA,SURQUILLO,21/01/2018,LINEA BLANCA,31338420,OPEN PLAZA ANGAMOS,2,TOTTUS,499,105038
417,LG,347,LAVADORAS,TIENDA DEPARTAMENTAL,CUSCO,CUSCO,6/01/2019,LINEA BLANCA,32148264,REAL PLAZA CUSCO,1,OECHSLE,2149,106813
417,LG,337,AUDIO HOME SYS.,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,INDEPENDENCIA,13/01/2019,ELECTRONICA,31525268,MEGA PLAZA INDEPENDENCIA,1,FALABELLA,749.01,106706
417,LG,336,TV,HIPERMERCADO,UCAYALI,PUCALLPA,14/01/2018,ELECTRONICA,31322850,REAL PLAZA JULIACA,1,TOTTUS,2414.15,105015
384,OSTER,364,PLANCHAS,TIENDA DEPARTAMENTAL,PISCO,PISCO,13/01/2019,PEDS,32472688,SIN MALL,2,ESTILOS,99,106500
1081,SUPERIOR,348,COCINAS,ESPECIALISTA,MADRE DE DIOS,PUERTO MALDONADO,21/01/2018,LINEA BLANCA,31965596,SIN MALL,1,CURACAO,352.82,106888
444,EPSON,360,MULTIFUNCIONAL,ESPECIALISTA,CUSCO,CUSCO,28/01/2018,COMPUTO,32001904,SIN MALL,2,TIENDAS EFE,692.84,105463
383,IMACO,369,CAFETERAS,HIPERMERCADO,MOQUEGUA,MOQUEGUA,21/01/2018,PEDS,32256195,REAL PLAZA MOQUEGUA,1,PLAZA VEA,59.9,105889
448,SONY,1018,REPRODUCTORES DE VIDEO,HIPERMERCADO,LIMA METROPOLITANA,LOS OLIVOS,4/02/2018,ELECTRONICA,31385312,SIN MALL,2,TOTTUS,259,105984
417,LG,336,TV,ESPECIALISTA,JUNIN,TARMA,28/01/2018,ELECTRONICA,31126298,SIN MALL,1,CARSA,1599.25,106293
412,DAEWOO,346,REFRIGERADORES,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,SAN BORJA,28/01/2018,LINEA BLANCA,31781130,LA RAMBLA SAN BORJA,1,RIPLEY,999,106237
1079,HKPRO,336,TV,ESPECIALISTA,ANCASH,CHIMBOTE,13/01/2019,ELECTRONICA,31673498,SIN MALL,1,ELEKTRA,729,106374
417,LG,347,LAVADORAS,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,SAN MIGUEL,4/02/2018,LINEA BLANCA,31578340,PLAZA SAN MIGUEL,3,FALABELLA,2099,106352
417,LG,336,TV,TIENDA DEPARTAMENTAL,PUNO,JULIACA,28/01/2018,ELECTRONICA,31783023,REAL PLAZA JULIACA,1,RIPLEY,1199.95,105873
419,SAMSUNG,347,LAVADORAS,ESPECIALISTA,SAN MARTIN,MOYOBAMBA,21/01/2018,LINEA BLANCA,31971772,SIN MALL,1,TIENDAS EFE,1007.78,105989
415,COLDEX,348,COCINAS,HIPERMERCADO,TRUJILLO,TRUJILLO,28/01/2018,LINEA BLANCA,32277713,SIN MALL,1,PLAZA VEA,1159,105144
384,OSTER,364,PLANCHAS,HIPERMERCADO,LIMA METROPOLITANA,SURCO,6/01/2019,PEDS,31172377,SIN MALL,2,WONG,98.98,105864
430,ASUS,355,LAPTOPS,ESPECIALISTA,LIMA METROPOLITANA,PUENTE PIEDRA,27/01/2019,COMPUTO,32013949,SIN MALL,1,TIENDAS EFE,898.9,105976
388,RECCO,369,CAFETERAS,HIPERMERCADO,LAMBAYEQUE,CHICLAYO,20/01/2019,PEDS,31351900,OPEN PLAZA CHICLAYO,2,TOTTUS,69.9,105481
419,SAMSUNG,336,TV,ESPECIALISTA,LIMA METROPOLITANA,VILLA EL SALVADOR,27/01/2019,ELECTRONICA,32014420,SIN MALL,3,TIENDAS EFE,1235.24,105990
419,SAMSUNG,349,MICROONDAS,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,VILLA EL SALVADOR,18/02/2018,LINEA BLANCA,32493977,SIN MALL,2,ESTILOS,299,105307
418,MABE,347,LAVADORAS,ESPECIALISTA,VIRTUAL,ONLINE,4/02/2018,LINEA BLANCA,32029442,SIN MALL,-1,CURACAO,599,106644
384,OSTER,361,LICUADORAS,TIENDA DEPARTAMENTAL,HUANUCO,HUANUCO,11/02/2018,PEDS,31593851,OPEN PLAZA HUANUCO,1,FALABELLA,282.02,105510
448,SONY,336,TV,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,SANTA ANITA,14/01/2018,ELECTRONICA,31513987,MALL AVENTURA SANTA ANITA,1,FALABELLA,3999,105011
431,HP,355,LAPTOPS,ESPECIALISTA,LIMA METROPOLITANA,ATE,18/02/2018,COMPUTO,31707401,SIN MALL,1,ELEKTRA,1994,105843
383,IMACO,364,PLANCHAS,ESPECIALISTA,SAN MARTIN,TARAPOTO,6/01/2019,PEDS,31664848,SIN MALL,1,ELEKTRA,43.6,105718
433,AOC,336,TV,TIENDA DEPARTAMENTAL,PUNO,JULIACA,21/01/2018,ELECTRONICA,31766178,REAL PLAZA JULIACA,1,RIPLEY,1249.95,105854
392,BOSCH,364,PLANCHAS,TIENDA DEPARTAMENTAL,JUNIN,HUANCAYO,14/01/2018,PEDS,31522738,OPEN PLAZA HUANCAYO,1,FALABELLA,269,106155
397,RECORD,361,LICUADORAS,ESPECIALISTA,LIMA METROPOLITANA,COMAS,21/01/2018,PEDS,31120696,SIN MALL,1,CARSA,89.53,105611
419,SAMSUNG,347,LAVADORAS,ESPECIALISTA,UCAYALI,PUCALLPA,4/02/2018,LINEA BLANCA,31690463,SIN MALL,1,ELEKTRA,1099,106104
417,LG,337,AUDIO HOME SYS.,TIENDA DEPARTAMENTAL,JUNIN,HUANCAYO,28/01/2018,ELECTRONICA,31561065,OPEN PLAZA HUANCAYO,1,FALABELLA,898.99,105969
419,SAMSUNG,336,TV,HIPERMERCADO,LIMA METROPOLITANA,VILLA EL SALVADOR,10/02/2019,ELECTRONICA,32339492,SIN MALL,4,PLAZA VEA,1099,105789
419,SAMSUNG,336,TV,ESPECIALISTA,TRUJILLO,TRUJILLO,6/01/2019,ELECTRONICA,31879550,SIN MALL,1,MARCIMEX,1399.01,106099
391,BLACKLINE,364,PLANCHAS,HIPERMERCADO,LIMA METROPOLITANA,LOS OLIVOS,27/01/2019,PEDS,32295237,SIN MALL,2,PLAZA VEA,84.45,106612
385,PANASONIC,337,AUDIO HOME SYS.,HIPERMERCADO,LAMBAYEQUE,CHICLAYO,6/01/2019,ELECTRONICA,31306166,OPEN PLAZA CHICLAYO,4,TOTTUS,799,106044
417,LG,336,TV,HIPERMERCADO,LIMA METROPOLITANA,LA MOLINA,20/01/2019,ELECTRONICA,31200734,SIN MALL,1,WONG,1439.08,106991
417,LG,347,LAVADORAS,ESPECIALISTA,ICA,CHINCHA,20/01/2019,LINEA BLANCA,31980606,SIN MALL,1,CURACAO,1199,105885
384,OSTER,361,LICUADORAS,HIPERMERCADO,LIMA METROPOLITANA,SURCO,13/01/2019,PEDS,31186500,SIN MALL,1,WONG,398.99,105870
431,HP,355,LAPTOPS,ESPECIALISTA,HUANUCO,HUANUCO,13/01/2019,COMPUTO,31118640,SIN MALL,1,CARSA,1873.27,106941
417,LG,347,LAVADORAS,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,MIRAFLORES,27/01/2019,LINEA BLANCA,31567671,SIN MALL,1,FALABELLA,999,105068
385,PANASONIC,337,AUDIO HOME SYS.,ESPECIALISTA,LIMA METROPOLITANA,VILLA EL SALVADOR,28/01/2018,ELECTRONICA,32459530,SIN MALL,1,GALLO MAS GALLO,2004.82,105069
419,SAMSUNG,347,LAVADORAS,HIPERMERCADO,TRUJILLO,TRUJILLO,27/01/2019,LINEA BLANCA,31212173,SIN MALL,1,METRO,998.85,106827
389,THOMAS,361,LICUADORAS,HIPERMERCADO,TRUJILLO,TRUJILLO,10/02/2019,PEDS,31422262,MALL PLAZA TRUJILLO,4,TOTTUS,101.5,105360
388,RECCO,361,LICUADORAS,HIPERMERCADO,PIURA,PIURA,11/02/2018,PEDS,31412342,OPEN PLAZA PIURA,1,TOTTUS,99.9,106055
384,OSTER,364,PLANCHAS,ESPECIALISTA,NORTE CHICO,HUACHO,27/01/2019,PEDS,31889737,SIN MALL,1,MARCIMEX,99,105669
389,THOMAS,364,PLANCHAS,HIPERMERCADO,LIMA METROPOLITANA,SAN BORJA,4/02/2018,PEDS,32306348,LA RAMBLA SAN BORJA,1,PLAZA VEA,129,106591
389,THOMAS,372,HERVIDORES,HIPERMERCADO,LIMA METROPOLITANA,JESUS MARIA,27/01/2019,PEDS,32294301,REAL PLAZA SALAVERRY,3,PLAZA VEA,129,106178
386,PHILIPS,344,AFEITADORAS,HIPERMERCADO,LIMA METROPOLITANA,RIMAC,21/01/2018,CUIDADO PERSONAL,32258394,SIN MALL,1,PLAZA VEA,79,106144
431,HP,355,LAPTOPS,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,INDEPENDENCIA,27/01/2019,COMPUTO,31563549,MEGA PLAZA INDEPENDENCIA,2,FALABELLA,3349,105848
413,ELECTROLUX,352,CONGELADORES,ESPECIALISTA,LAMBAYEQUE,CHICLAYO,28/01/2018,LINEA BLANCA,31990494,SIN MALL,1,CURACAO,1998.92,106020
419,SAMSUNG,336,TV,HIPERMERCADO,PIURA,CHULUCANAS,18/02/2018,ELECTRONICA,31434028,SIN MALL,1,TOTTUS,1499,106343
419,SAMSUNG,336,TV,TIENDA DEPARTAMENTAL,TRUJILLO,TRUJILLO,11/02/2018,ELECTRONICA,32172302,REAL PLAZA TRUJILLO,1,OECHSLE,5700,105431
415,COLDEX,352,CONGELADORES,ESPECIALISTA,PIURA,PIURA,21/01/2018,LINEA BLANCA,31885680,SIN MALL,1,MARCIMEX,1974,105460
384,OSTER,364,PLANCHAS,ESPECIALISTA,ANCASH,HUARAZ,3/02/2019,PEDS,31135641,SIN MALL,1,CARSA,103.99,105073
383,IMACO,361,LICUADORAS,ESPECIALISTA,LIMA METROPOLITANA,COMAS,6/01/2019,PEDS,31931280,SIN MALL,1,TIENDAS EFE,67.05,106358
419,SAMSUNG,336,TV,HIPERMERCADO,UCAYALI,PUCALLPA,4/02/2018,ELECTRONICA,31392193,REAL PLAZA JULIACA,1,TOTTUS,1999,106551
416,INDURAMA,348,COCINAS,TIENDA DEPARTAMENTAL,ICA,ICA,18/02/2018,LINEA BLANCA,27895579,EL QUINDE ICA,1,PARIS S.A,1299,106359
383,IMACO,372,HERVIDORES,ESPECIALISTA,UCAYALI,PUCALLPA,21/01/2018,PEDS,31676243,SIN MALL,1,ELEKTRA,54.75,106919
415,COLDEX,348,COCINAS,ESPECIALISTA,SAN MARTIN,MOYOBAMBA,20/01/2019,LINEA BLANCA,31985769,SIN MALL,1,TIENDAS EFE,883.82,105561
433,AOC,336,TV,HIPERMERCADO,CALLAO,VENTANILLA,11/02/2018,ELECTRONICA,31234990,SIN MALL,1,METRO,1299,106566
417,LG,347,LAVADORAS,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,SURCO,10/02/2019,LINEA BLANCA,31606137,JOCKEY PLAZA,1,FALABELLA,1799,105214
448,SONY,336,TV,HIPERMERCADO,LIMA METROPOLITANA,PUENTE PIEDRA,6/01/2019,ELECTRONICA,32210420,SIN MALL,3,PLAZA VEA,1532.33,106853
387,PRACTIKA,364,PLANCHAS,HIPERMERCADO,AREQUIPA,AREQUIPA,27/01/2019,PEDS,31377471,MALL PLAZA AREQUIPA,3,TOTTUS,39.9,105081
419,SAMSUNG,336,TV,ESPECIALISTA,LA LIBERTAD,CASA GRANDE,28/01/2018,ELECTRONICA,31997708,SIN MALL,2,TIENDAS EFE,2533.84,105079
395,NEX,361,LICUADORAS,HIPERMERCADO,LIMA METROPOLITANA,SAN MIGUEL,20/01/2019,PEDS,31198829,SIN MALL,3,METRO,64.65,106881
389,THOMAS,372,HERVIDORES,HIPERMERCADO,CALLAO,CALLAO,7/01/2018,PEDS,32205801,SIN MALL,3,PLAZA VEA,99,106507
383,IMACO,364,PLANCHAS,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,INDEPENDENCIA,4/02/2018,PEDS,27891263,PLAZA NORTE,1,PARIS S.A,28.88,106812
919,MAGEFESA,348,COCINAS,ESPECIALISTA,VIRTUAL,ONLINE,28/01/2018,LINEA BLANCA,24940333,SIN MALL,1,LINIO,108.01,105851
419,SAMSUNG,347,LAVADORAS,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,MIRAFLORES,13/01/2019,LINEA BLANCA,31752131,SIN MALL,1,RIPLEY,2299.01,106293
384,OSTER,364,PLANCHAS,ESPECIALISTA,TUMBES,TUMBES,27/01/2019,PEDS,32002445,SIN MALL,1,CURACAO,99,106299
416,INDURAMA,348,COCINAS,HIPERMERCADO,LIMA METROPOLITANA,ATE,10/02/2019,LINEA BLANCA,32349496,SIN MALL,1,PLAZA VEA,699,105387
419,SAMSUNG,336,TV,ESPECIALISTA,JUNIN,HUANCAYO,21/01/2018,ELECTRONICA,31971479,SIN MALL,1,TIENDAS EFE,1598.95,105810
433,AOC,336,TV,ESPECIALISTA,HUANUCO,HUANUCO,20/01/2019,ELECTRONICA,31124283,SIN MALL,1,CARSA,1198.8,105774
383,IMACO,372,HERVIDORES,HIPERMERCADO,NORTE CHICO,HUARAL,10/02/2019,PEDS,32351839,SIN MALL,1,PLAZA VEA,57.56,105680
419,SAMSUNG,336,TV,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,COMAS,7/01/2018,ELECTRONICA,31729828,SIN MALL,1,RIPLEY,1699.96,105258
419,SAMSUNG,346,REFRIGERADORES,HIPERMERCADO,SUR CHICO,CAÑETE,21/01/2018,LINEA BLANCA,31344539,SIN MALL,1,TOTTUS,2089.05,106274
417,LG,336,TV,ESPECIALISTA,LIMA METROPOLITANA,VILLA MARIA DEL TRIUNFO,6/01/2019,ELECTRONICA,31667917,SIN MALL,2,ELEKTRA,1792.4,106467
448,SONY,337,AUDIO HOME SYS.,ESPECIALISTA,PIURA,PAITA,21/01/2018,ELECTRONICA,31961575,SIN MALL,1,CURACAO,0.01,106209
419,SAMSUNG,336,TV,ESPECIALISTA,SAN MARTIN,MOYOBAMBA,6/01/2019,ELECTRONICA,31930244,SIN MALL,1,TIENDAS EFE,1008.77,105149
383,IMACO,364,PLANCHAS,HIPERMERCADO,LIMA METROPOLITANA,SURCO,27/01/2019,PEDS,32298395,JOCKEY PLAZA,2,PLAZA VEA,69.9,105694
417,LG,1018,REPRODUCTORES DE VIDEO,ESPECIALISTA,HUANUCO,HUANUCO,27/01/2019,ELECTRONICA,32006105,SIN MALL,1,CURACAO,347.2,106730
415,COLDEX,348,COCINAS,ESPECIALISTA,AYACUCHO,AYACUCHO,14/01/2018,LINEA BLANCA,31939938,SIN MALL,1,CURACAO,888.99,105190
417,LG,346,REFRIGERADORES,HIPERMERCADO,AREQUIPA,AREQUIPA,28/01/2018,LINEA BLANCA,32276136,SIN MALL,1,PLAZA VEA,1199,105600
384,OSTER,364,PLANCHAS,HIPERMERCADO,LIMA METROPOLITANA,PUENTE PIEDRA,6/01/2019,PEDS,32210449,SIN MALL,2,PLAZA VEA,110.37,105060
422,GLOBAL,372,HERVIDORES,ESPECIALISTA,PIURA,PIURA,7/01/2018,PEDS,31877416,SIN MALL,2,MARCIMEX,39,106579
417,LG,1018,REPRODUCTORES DE VIDEO,ESPECIALISTA,PIURA,MANCORA,7/01/2018,ELECTRONICA,31907311,SIN MALL,1,CURACAO,219,105160
412,DAEWOO,346,REFRIGERADORES,HIPERMERCADO,LIMA METROPOLITANA,INDEPENDENCIA,10/02/2019,LINEA BLANCA,31416192,MEGA PLAZA INDEPENDENCIA,19,TOTTUS,699,106024
389,THOMAS,372,HERVIDORES,HIPERMERCADO,LIMA METROPOLITANA,LA MOLINA,14/01/2018,PEDS,31179093,SIN MALL,1,WONG,119,106478
417,LG,337,AUDIO HOME SYS.,ESPECIALISTA,CALLAO,CALLAO,6/01/2019,ELECTRONICA,32449069,MINKA,1,GALLO MAS GALLO,1178.82,105461
383,IMACO,361,LICUADORAS,ESPECIALISTA,TRUJILLO,TRUJILLO,11/02/2018,PEDS,32046638,SIN MALL,1,CURACAO,56.7,105905
448,SONY,337,AUDIO HOME SYS.,HIPERMERCADO,ICA,CHINCHA,18/02/2018,ELECTRONICA,31434450,SIN MALL,1,TOTTUS,1199,106225
419,SAMSUNG,349,MICROONDAS,HIPERMERCADO,ICA,CHINCHA,7/01/2018,LINEA BLANCA,32204535,SIN MALL,1,PLAZA VEA,469,105561
416,INDURAMA,352,CONGELADORES,ESPECIALISTA,AREQUIPA,CAMANA,6/01/2019,LINEA BLANCA,31929257,SIN MALL,1,TIENDAS EFE,2279,105879
383,IMACO,361,LICUADORAS,HIPERMERCADO,PIURA,PIURA,10/02/2019,PEDS,32345978,SIN MALL,2,PLAZA VEA,65.56,106221
413,ELECTROLUX,352,CONGELADORES,HIPERMERCADO,LIMA METROPOLITANA,CERCADO DE LIMA,3/02/2019,LINEA BLANCA,32318377,REAL PLAZA CENTRO CIVICO,1,PLAZA VEA,699,106074
417,LG,346,REFRIGERADORES,TIENDA DEPARTAMENTAL,LAMBAYEQUE,CHICLAYO,11/02/2018,LINEA BLANCA,32174486,REAL PLAZA CHICLAYO,1,OECHSLE,3499,106582
